Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2025,6,Jun,Thursday,Normal Weekday,RegionalBus,34200
2025,6,Jun,Thursday,Normal Weekday,RegionalTrain,63900
2025,6,Jun,Thursday,Normal Weekday,Tram,466150
2025,6,Jun,Tuesday,Normal Weekday,MetroBus,364500
2025,6,Jun,Tuesday,Normal Weekday,MetroTrain,572950
2025,6,Jun,Tuesday,Normal Weekday,RegionalBus,30550
2025,6,Jun,Tuesday,Normal Weekday,RegionalTrain,60900
2025,6,Jun,Tuesday,Normal Weekday,Tram,433000
2025,6,Jun,Wednesday,Normal Weekday,MetroBus,367550
2025,6,Jun,Wednesday,Normal Weekday,MetroTrain,574400
2025,6,Jun,Wednesday,Normal Weekday,RegionalBus,30700
2025,6,Jun,Wednesday,Normal Weekday,RegionalTrain,61750
2025,6,Jun,Wednesday,Normal Weekday,Tram,448550
